holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
New Years Day,252.83,0.0,0.0,1,Clear,sky is clear,2013-01-24 23:00:00,1172
New Years Day,252.07,0.0,0.0,1,Clear,sky is clear,2013-01-25 00:00:00,590
New Years Day,251.56,0.0,0.0,20,Clouds,few clouds,2013-01-25 01:00:00,376
New Years Day,251.56,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 02:00:00,283
New Years Day,251.45,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 04:00:00,683
New Years Day,251.32,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 05:00:00,2384
New Years Day,251.56,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 06:00:00,5269
New Years Day,251.8,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 07:00:00,6593
New Years Day,252.44,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 08:00:00,5829
New Years Day,254.65,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 10:00:00,4463
New Years Day,255.65,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 11:00:00,4911
New Years Day,257.86,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 13:00:00,5206
New Years Day,258.52,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 14:00:00,5546
New Years Day,259.97,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 16:00:00,6456
New Years Day,260.22,0.0,0.0,75,Clouds,broken clouds,2013-01-25 17:00:00,6142
New Years Day,260.46,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 19:00:00,3633
New Years Day,260.64,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 20:00:00,3033
New Years Day,261.56,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 22:00:00,2439
New Years Day,262.18,0.0,0.0,90,Clouds,overcast clouds,2013-01-25 23:00:00,1690
New Years Day,262.69,0.0,0.0,90,Snow,heavy snow,2013-01-26 01:00:00,669
New Years Day,262.98,0.0,0.0,90,Mist,mist,2013-01-26 02:00:00,584
New Years Day,263.79,0.0,0.0,90,Clouds,overcast clouds,2013-01-26 04:00:00,385
New Years Day,264.15,0.0,0.0,90,Clouds,overcast clouds,2013-01-26 05:00:00,658
New Years Day,264.79,0.0,0.0,90,Snow,heavy snow,2013-01-26 07:00:00,2052
New Years Day,264.85,0.0,0.0,90,Snow,heavy snow,2013-01-26 08:00:00,2755
New Years Day,265.05,0.0,0.0,75,Snow,heavy snow,2013-01-26 10:00:00,3991
New Years Day,264.25,0.0,0.0,40,Clouds,scattered clouds,2013-01-26 12:00:00,4947
New Years Day,257.14,0.0,0.0,1,Clear,sky is clear,2013-01-27 01:00:00,937
New Years Day,256.96,0.0,0.0,40,Clouds,scattered clouds,2013-01-27 02:00:00,686
New Years Day,256.12,0.0,0.0,20,Clouds,few clouds,2013-01-27 05:00:00,462
New Years Day,255.95,0.0,0.0,40,Clouds,scattered clouds,2013-01-27 07:00:00,1153
New Years Day,256.34,0.0,0.0,75,Clouds,broken clouds,2013-01-27 08:00:00,1839
New Years Day,260.21,0.0,0.0,75,Clouds,broken clouds,2013-01-27 10:00:00,3245
New Years Day,262.2,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 11:00:00,3616
New Years Day,265.54,0.0,0.0,75,Clouds,broken clouds,2013-01-27 13:00:00,3813
New Years Day,266.54,0.0,0.0,75,Clouds,broken clouds,2013-01-27 14:00:00,3124
New Years Day,267.41,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 16:00:00,2529
New Years Day,267.41,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 17:00:00,2347
New Years Day,267.71,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 19:00:00,1596
New Years Day,267.98,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 20:00:00,1408
New Years Day,268.25,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 22:00:00,1030
New Years Day,268.26,0.0,0.0,90,Clouds,overcast clouds,2013-01-27 23:00:00,692
New Years Day,268.32,0.0,0.0,75,Clouds,broken clouds,2013-01-28 00:00:00,383
New Years Day,268.49,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 01:00:00,273
New Years Day,268.6,0.0,0.0,40,Clouds,scattered clouds,2013-01-28 02:00:00,261
New Years Day,268.53,0.0,0.0,20,Clouds,few clouds,2013-01-28 03:00:00,334
New Years Day,269.6,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 05:00:00,2474
New Years Day,269.94,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 06:00:00,5198
New Years Day,271.13,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 08:00:00,5565
New Years Day,272.07,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 09:00:00,4410
New Years Day,273.13,0.0,0.0,90,Clouds,overcast clouds,2013-01-28 11:00:00,4033
New Years Day,273.37,0.0,0.0,90,Rain,light rain,2013-01-28 12:00:00,4368
New Years Day,272.85,0.0,0.0,90,Mist,mist,2013-01-28 14:00:00,4799
New Years Day,272.85,0.0,0.0,90,Snow,heavy snow,2013-01-28 14:00:00,4799
New Years Day,272.85,0.0,0.0,90,Snow,snow,2013-01-28 14:00:00,4799
New Years Day,272.71,0.0,0.0,90,Snow,heavy snow,2013-01-28 17:00:00,5708
New Years Day,272.71,0.0,0.0,90,Mist,mist,2013-01-28 17:00:00,5708
New Years Day,272.55,0.0,0.0,90,Snow,heavy snow,2013-01-28 20:00:00,2460
New Years Day,272.55,0.0,0.0,90,Mist,mist,2013-01-28 20:00:00,2460
New Years Day,272.55,0.0,0.0,90,Rain,light rain,2013-01-28 20:00:00,2460
New Years Day,272.37,0.0,0.0,91,Clouds,overcast clouds,2013-01-29 00:00:00,434
New Years Day,273.05,0.0,0.0,90,Mist,mist,2013-01-30 01:00:00,370
New Years Day,273.15,0.0,0.0,90,Mist,mist,2013-01-30 02:00:00,243
New Years Day,272.59,0.0,0.0,98,Clouds,overcast clouds,2013-01-30 03:00:00,340
New Years Day,272.94,0.0,0.0,90,Mist,mist,2013-01-30 05:00:00,2608
New Years Day,272.94,0.0,0.0,90,Snow,heavy snow,2013-01-30 05:00:00,2608
New Years Day,272.94,0.0,0.0,90,Mist,mist,2013-01-30 06:00:00,5646
New Years Day,272.94,0.0,0.0,90,Mist,mist,2013-01-30 07:00:00,6945
New Years Day,273.04,0.0,0.0,90,Mist,mist,2013-01-30 08:00:00,6060
New Years Day,273.56,0.0,0.0,90,Mist,mist,2013-01-30 09:00:00,5100
New Years Day,273.82,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 10:00:00,4389
New Years Day,274.12,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 11:00:00,4462
New Years Day,274.48,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 12:00:00,4739
New Years Day,274.8,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 13:00:00,4683
New Years Day,274.74,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 14:00:00,5061
New Years Day,274.69,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 15:00:00,5693
New Years Day,273.98,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 16:00:00,6617
New Years Day,273.58,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 17:00:00,6139
New Years Day,273.02,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 18:00:00,4679
New Years Day,272.24,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 19:00:00,3121
New Years Day,271.42,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 20:00:00,2686
New Years Day,271.22,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 21:00:00,2734
New Years Day,271.12,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 22:00:00,3839
New Years Day,270.76,0.0,0.0,90,Clouds,overcast clouds,2013-01-30 23:00:00,1242
New Years Day,270.15,0.0,0.0,90,Clouds,overcast clouds,2013-01-31 00:00:00,605
New Years Day,269.49,0.0,0.0,90,Clouds,overcast clouds,2013-01-31 01:00:00,389
New Years Day,268.82,0.0,0.0,90,Clouds,overcast clouds,2013-01-31 02:00:00,261
New Years Day,268.49,0.0,0.0,40,Snow,heavy snow,2013-01-31 03:00:00,337
New Years Day,268.58,0.0,0.0,20,Clouds,few clouds,2013-01-31 04:00:00,747
New Years Day,268.66,0.0,0.0,75,Clouds,broken clouds,2013-01-31 05:00:00,2533
New Years Day,267.15,0.0,0.0,90,Clouds,overcast clouds,2013-01-31 06:00:00,5348
New Years Day,260.0,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 08:00:00,5330
New Years Day,260.59,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 09:00:00,5410
New Years Day,260.59,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 10:00:00,4403
New Years Day,260.59,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 11:00:00,4543
New Years Day,261.53,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 13:00:00,4962
New Years Day,261.53,0.0,0.0,100,Clouds,overcast clouds,2013-01-31 14:00:00,5303
New Years Day,258.75,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 15:00:00,5679
New Years Day,258.75,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 16:00:00,6485
New Years Day,258.75,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 17:00:00,6312
New Years Day,254.84,0.0,0.0,98,Clouds,overcast clouds,2013-01-31 18:00:00,4334
New Years Day,254.84,0.0,0.0,98,Clouds,overcast clouds,2013-01-31 19:00:00,3059
New Years Day,254.84,0.0,0.0,98,Clouds,overcast clouds,2013-01-31 20:00:00,2787
New Years Day,253.77,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 21:00:00,2545
New Years Day,253.77,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 22:00:00,2040
New Years Day,253.77,0.0,0.0,99,Clouds,overcast clouds,2013-01-31 23:00:00,1130
New Years Day,252.77,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 00:00:00,627
New Years Day,252.77,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 01:00:00,378
New Years Day,252.77,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 02:00:00,291
New Years Day,250.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 03:00:00,347
New Years Day,250.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 04:00:00,638
New Years Day,250.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 05:00:00,2337
New Years Day,249.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 06:00:00,5110
New Years Day,249.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 07:00:00,6681
New Years Day,249.91,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 08:00:00,5948
New Years Day,252.13,0.0,0.0,99,Clouds,overcast clouds,2013-02-01 09:00:00,4996
New Years Day,252.13,0.0,0.0,99,Clouds,overcast clouds,2013-02-01 10:00:00,4461
New Years Day,252.13,0.0,0.0,99,Clouds,overcast clouds,2013-02-01 11:00:00,4929
New Years Day,253.33,0.0,0.0,85,Clouds,overcast clouds,2013-02-01 12:00:00,5246
New Years Day,253.33,0.0,0.0,85,Clouds,overcast clouds,2013-02-01 13:00:00,5201
New Years Day,253.33,0.0,0.0,85,Clouds,overcast clouds,2013-02-01 14:00:00,5518
New Years Day,251.77,0.0,0.0,83,Clouds,broken clouds,2013-02-01 15:00:00,6037
New Years Day,251.77,0.0,0.0,83,Clouds,broken clouds,2013-02-01 16:00:00,5971
New Years Day,251.77,0.0,0.0,83,Clouds,broken clouds,2013-02-01 17:00:00,4909
New Years Day,250.24,0.0,0.0,70,Clouds,broken clouds,2013-02-01 18:00:00,4053
New Years Day,250.24,0.0,0.0,70,Clouds,broken clouds,2013-02-01 19:00:00,2945
New Years Day,250.24,0.0,0.0,70,Clouds,broken clouds,2013-02-01 20:00:00,2547
New Years Day,249.69,0.0,0.0,59,Clouds,broken clouds,2013-02-01 21:00:00,2396
New Years Day,249.69,0.0,0.0,59,Clouds,broken clouds,2013-02-01 22:00:00,2320
New Years Day,251.23,0.0,0.0,84,Clouds,broken clouds,2013-02-01 23:00:00,1517
New Years Day,250.14,0.0,0.0,89,Clouds,overcast clouds,2013-02-02 00:00:00,945
New Years Day,250.14,0.0,0.0,89,Clouds,overcast clouds,2013-02-02 01:00:00,580
New Years Day,246.04,0.0,0.0,20,Clouds,few clouds,2013-02-02 02:00:00,472
New Years Day,244.82,0.0,0.0,11,Clouds,few clouds,2013-02-02 03:00:00,354
New Years Day,244.82,0.0,0.0,11,Clouds,few clouds,2013-02-02 04:00:00,417
New Years Day,244.82,0.0,0.0,11,Clouds,few clouds,2013-02-02 05:00:00,678
New Years Day,245.7,0.0,0.0,0,Clear,sky is clear,2013-02-02 06:00:00,1198
New Years Day,245.7,0.0,0.0,0,Clear,sky is clear,2013-02-02 07:00:00,1909
New Years Day,245.7,0.0,0.0,0,Clear,sky is clear,2013-02-02 08:00:00,2689
New Years Day,250.41,0.0,0.0,3,Clear,sky is clear,2013-02-02 09:00:00,3438
New Years Day,250.41,0.0,0.0,3,Clear,sky is clear,2013-02-02 10:00:00,3885
New Years Day,250.41,0.0,0.0,3,Clear,sky is clear,2013-02-02 11:00:00,4420
New Years Day,254.46,0.0,0.0,56,Clouds,broken clouds,2013-02-02 12:00:00,4907
New Years Day,254.46,0.0,0.0,56,Clouds,broken clouds,2013-02-02 13:00:00,4901
New Years Day,254.46,0.0,0.0,56,Clouds,broken clouds,2013-02-02 14:00:00,4684
New Years Day,255.98,0.0,0.0,77,Clouds,broken clouds,2013-02-02 15:00:00,4760
New Years Day,255.98,0.0,0.0,77,Clouds,broken clouds,2013-02-02 16:00:00,4763
New Years Day,255.98,0.0,0.0,77,Clouds,broken clouds,2013-02-02 17:00:00,4471
New Years Day,256.67,0.0,0.0,85,Clouds,overcast clouds,2013-02-02 18:00:00,4113
New Years Day,256.67,0.0,0.0,85,Clouds,overcast clouds,2013-02-02 19:00:00,3440
New Years Day,256.67,0.0,0.0,85,Clouds,overcast clouds,2013-02-02 20:00:00,2768
New Years Day,256.44,0.0,0.0,93,Clouds,overcast clouds,2013-02-02 21:00:00,2390
New Years Day,256.44,0.0,0.0,93,Clouds,overcast clouds,2013-02-02 22:00:00,2752
New Years Day,256.44,0.0,0.0,93,Clouds,overcast clouds,2013-02-02 23:00:00,2258
New Years Day,254.44,0.0,0.0,98,Clouds,overcast clouds,2013-02-03 00:00:00,1103
New Years Day,254.44,0.0,0.0,98,Clouds,overcast clouds,2013-02-03 01:00:00,730
New Years Day,252.74,0.0,0.0,100,Clouds,overcast clouds,2013-02-03 02:00:00,579
New Years Day,249.51,0.0,0.0,88,Clouds,overcast clouds,2013-02-03 03:00:00,338
New Years Day,249.51,0.0,0.0,88,Clouds,overcast clouds,2013-02-03 04:00:00,255
New Years Day,249.51,0.0,0.0,88,Clouds,overcast clouds,2013-02-03 05:00:00,425
New Years Day,249.75,0.0,0.0,40,Clouds,scattered clouds,2013-02-03 06:00:00,720
New Years Day,250.33,0.0,0.0,67,Clouds,broken clouds,2013-02-03 07:00:00,1080
New Years Day,250.33,0.0,0.0,67,Clouds,broken clouds,2013-02-03 08:00:00,1630
New Years Day,254.67,0.0,0.0,59,Clouds,broken clouds,2013-02-03 09:00:00,2428
New Years Day,254.67,0.0,0.0,59,Clouds,broken clouds,2013-02-03 10:00:00,3230
New Years Day,254.67,0.0,0.0,59,Clouds,broken clouds,2013-02-03 11:00:00,3555
New Years Day,257.31,0.0,0.0,91,Clouds,overcast clouds,2013-02-03 12:00:00,3676
New Years Day,258.59,0.0,0.0,91,Clouds,overcast clouds,2013-02-03 13:00:00,4072
New Years Day,258.59,0.0,0.0,91,Clouds,overcast clouds,2013-02-03 14:00:00,4178
New Years Day,257.01,0.0,0.0,93,Clouds,overcast clouds,2013-02-03 15:00:00,4148
New Years Day,257.01,0.0,0.0,93,Clouds,overcast clouds,2013-02-03 16:00:00,4665
New Years Day,257.01,0.0,0.0,93,Clouds,overcast clouds,2013-02-03 17:00:00,3536
New Years Day,271.15,0.0,0.0,90,Snow,heavy snow,2013-02-03 18:00:00,2196
New Years Day,258.9,0.0,0.0,98,Clouds,overcast clouds,2013-02-03 20:00:00,1656
New Years Day,258.4,0.0,0.0,97,Clouds,overcast clouds,2013-02-03 21:00:00,1566
New Years Day,258.4,0.0,0.0,97,Clouds,overcast clouds,2013-02-03 22:00:00,2658
New Years Day,258.4,0.0,0.0,97,Clouds,overcast clouds,2013-02-03 23:00:00,1068
New Years Day,257.16,0.0,0.0,62,Clouds,broken clouds,2013-02-04 00:00:00,522
New Years Day,257.16,0.0,0.0,62,Clouds,broken clouds,2013-02-04 01:00:00,285
New Years Day,255.52,0.0,0.0,58,Clouds,broken clouds,2013-02-04 02:00:00,265
New Years Day,253.88,0.0,0.0,32,Clouds,scattered clouds,2013-02-04 03:00:00,352
New Years Day,253.88,0.0,0.0,32,Clouds,scattered clouds,2013-02-04 04:00:00,742
New Years Day,253.88,0.0,0.0,32,Clouds,scattered clouds,2013-02-04 05:00:00,2327
New Years Day,254.15,0.0,0.0,4,Clear,sky is clear,2013-02-04 06:00:00,4897
New Years Day,254.15,0.0,0.0,4,Clear,sky is clear,2013-02-04 07:00:00,5884
New Years Day,254.33,0.0,0.0,0,Clear,sky is clear,2013-02-04 08:00:00,4790
New Years Day,258.34,0.0,0.0,5,Clear,sky is clear,2013-02-04 09:00:00,5463
New Years Day,258.34,0.0,0.0,5,Clear,sky is clear,2013-02-04 10:00:00,4141
New Years Day,258.34,0.0,0.0,5,Clear,sky is clear,2013-02-04 11:00:00,4195
New Years Day,260.55,0.0,0.0,38,Clouds,scattered clouds,2013-02-04 12:00:00,4506
New Years Day,261.93,0.0,0.0,83,Clouds,broken clouds,2013-02-04 13:00:00,4416
New Years Day,261.93,0.0,0.0,83,Clouds,broken clouds,2013-02-04 14:00:00,4882
New Years Day,261.23,0.0,0.0,90,Clouds,overcast clouds,2013-02-04 15:00:00,5430
New Years Day,261.23,0.0,0.0,90,Clouds,overcast clouds,2013-02-04 16:00:00,6316
New Years Day,261.23,0.0,0.0,90,Clouds,overcast clouds,2013-02-04 17:00:00,6067
New Years Day,260.74,0.0,0.0,99,Clouds,overcast clouds,2013-02-04 18:00:00,4454
New Years Day,260.74,0.0,0.0,99,Clouds,overcast clouds,2013-02-04 19:00:00,2912
New Years Day,260.74,0.0,0.0,99,Clouds,overcast clouds,2013-02-04 20:00:00,2519
New Years Day,259.93,0.0,0.0,97,Clouds,overcast clouds,2013-02-04 21:00:00,2083
New Years Day,259.93,0.0,0.0,97,Clouds,overcast clouds,2013-02-04 22:00:00,1396
New Years Day,259.93,0.0,0.0,97,Clouds,overcast clouds,2013-02-04 23:00:00,909
New Years Day,258.13,0.0,0.0,99,Clouds,overcast clouds,2013-02-05 01:00:00,326
New Years Day,259.24,0.0,0.0,100,Clouds,overcast clouds,2013-02-05 02:00:00,243
New Years Day,255.78,0.0,0.0,77,Clouds,broken clouds,2013-02-05 03:00:00,326
New Years Day,255.78,0.0,0.0,77,Clouds,broken clouds,2013-02-05 04:00:00,747
New Years Day,255.78,0.0,0.0,77,Clouds,broken clouds,2013-02-05 05:00:00,2336
New Years Day,255.35,0.0,0.0,1,Clear,sky is clear,2013-02-05 06:00:00,4591
New Years Day,254.16,0.0,0.0,2,Clear,sky is clear,2013-02-05 07:00:00,5100
New Years Day,254.16,0.0,0.0,2,Clear,sky is clear,2013-02-05 08:00:00,5523
New Years Day,257.88,0.0,0.0,1,Clear,sky is clear,2013-02-05 09:00:00,5376
New Years Day,257.88,0.0,0.0,1,Clear,sky is clear,2013-02-05 10:00:00,4364
New Years Day,257.88,0.0,0.0,1,Clear,sky is clear,2013-02-05 11:00:00,4435
New Years Day,260.03,0.0,0.0,40,Clouds,scattered clouds,2013-02-05 12:00:00,4680
New Years Day,261.27,0.0,0.0,44,Clouds,scattered clouds,2013-02-05 13:00:00,4811
New Years Day,261.27,0.0,0.0,44,Clouds,scattered clouds,2013-02-05 14:00:00,5064
New Years Day,259.72,0.0,0.0,56,Clouds,broken clouds,2013-02-05 16:00:00,6242
New Years Day,259.72,0.0,0.0,56,Clouds,broken clouds,2013-02-05 17:00:00,6235
New Years Day,261.72,0.0,0.0,81,Clouds,broken clouds,2013-02-05 18:00:00,4721
New Years Day,261.72,0.0,0.0,81,Clouds,broken clouds,2013-02-05 19:00:00,3200
New Years Day,261.72,0.0,0.0,81,Clouds,broken clouds,2013-02-05 20:00:00,2846
New Years Day,262.97,0.0,0.0,89,Clouds,overcast clouds,2013-02-05 21:00:00,2372
New Years Day,262.97,0.0,0.0,89,Clouds,overcast clouds,2013-02-05 22:00:00,1475
New Years Day,262.97,0.0,0.0,89,Clouds,overcast clouds,2013-02-05 23:00:00,1013
New Years Day,263.19,0.0,0.0,100,Clouds,overcast clouds,2013-02-06 00:00:00,526
New Years Day,266.48,0.0,0.0,98,Clouds,overcast clouds,2013-02-06 01:00:00,294
New Years Day,267.12,0.0,0.0,90,Clouds,overcast clouds,2013-02-06 02:00:00,271
New Years Day,267.12,0.0,0.0,75,Clouds,broken clouds,2013-02-06 03:00:00,315
New Years Day,268.0,0.0,0.0,75,Snow,heavy snow,2013-02-06 04:00:00,774
New Years Day,268.06,0.0,0.0,90,Snow,heavy snow,2013-02-06 05:00:00,2605
New Years Day,268.06,0.0,0.0,90,Mist,mist,2013-02-06 05:00:00,2605
New Years Day,269.01,0.0,0.0,90,Mist,mist,2013-02-06 07:00:00,6454
New Years Day,269.97,0.0,0.0,90,Mist,mist,2013-02-06 08:00:00,6531
New Years Day,270.55,0.0,0.0,90,Clouds,overcast clouds,2013-02-06 10:00:00,4039
New Years Day,270.54,0.0,0.0,90,Clouds,overcast clouds,2013-02-06 11:00:00,4034
New Years Day,270.52,0.0,0.0,75,Clouds,broken clouds,2013-02-06 13:00:00,4544
New Years Day,270.38,0.0,0.0,75,Clouds,broken clouds,2013-02-06 14:00:00,4995
New Years Day,269.82,0.0,0.0,40,Clouds,scattered clouds,2013-02-06 15:00:00,5597
New Years Day,269.34,0.0,0.0,20,Clouds,few clouds,2013-02-06 16:00:00,6393
New Years Day,267.73,0.0,0.0,1,Clear,sky is clear,2013-02-06 17:00:00,6087
New Years Day,266.15,0.0,0.0,1,Clear,sky is clear,2013-02-06 19:00:00,3281
New Years Day,261.02,0.0,0.0,85,Clouds,overcast clouds,2013-02-06 22:00:00,1768
New Years Day,261.02,0.0,0.0,85,Clouds,overcast clouds,2013-02-06 23:00:00,3022
New Years Day,259.1,0.0,0.0,40,Clouds,scattered clouds,2013-02-07 01:00:00,384
New Years Day,259.1,0.0,0.0,40,Clouds,scattered clouds,2013-02-07 02:00:00,372
New Years Day,257.92,0.0,0.0,32,Clouds,scattered clouds,2013-02-07 04:00:00,761
New Years Day,257.92,0.0,0.0,32,Clouds,scattered clouds,2013-02-07 05:00:00,2546
New Years Day,263.02,0.0,0.0,87,Clouds,overcast clouds,2013-02-07 07:00:00,6274
New Years Day,263.02,0.0,0.0,87,Clouds,overcast clouds,2013-02-07 08:00:00,6076
New Years Day,266.41,0.0,0.0,93,Clouds,overcast clouds,2013-02-07 10:00:00,4444
New Years Day,266.41,0.0,0.0,93,Clouds,overcast clouds,2013-02-07 11:00:00,4829
New Years Day,267.53,0.0,0.0,90,Haze,haze,2013-02-07 13:00:00,4995
New Years Day,268.4,0.0,0.0,90,Haze,haze,2013-02-07 14:00:00,5323
New Years Day,268.68,0.0,0.0,20,Haze,haze,2013-02-07 16:00:00,6497
New Years Day,268.17,0.0,0.0,90,Haze,haze,2013-02-07 17:00:00,6050
New Years Day,268.03,0.0,0.0,90,Clouds,overcast clouds,2013-02-07 18:00:00,4432
New Years Day,268.17,0.0,0.0,1,Clear,sky is clear,2013-02-07 19:00:00,3282
New Years Day,268.08,0.0,0.0,90,Haze,haze,2013-02-07 20:00:00,3019
New Years Day,268.4,0.0,0.0,90,Haze,haze,2013-02-07 21:00:00,3924
New Years Day,268.37,0.0,0.0,90,Haze,haze,2013-02-07 22:00:00,3310
New Years Day,268.63,0.0,0.0,90,Haze,haze,2013-02-07 23:00:00,1296
New Years Day,268.52,0.0,0.0,90,Mist,mist,2013-02-08 01:00:00,414
New Years Day,268.52,0.0,0.0,90,Haze,haze,2013-02-08 01:00:00,414
New Years Day,268.91,0.0,0.0,90,Mist,mist,2013-02-08 02:00:00,324
New Years Day,268.91,0.0,0.0,90,Haze,haze,2013-02-08 02:00:00,324
New Years Day,268.96,0.0,0.0,90,Mist,mist,2013-02-08 03:00:00,339
New Years Day,268.96,0.0,0.0,90,Haze,haze,2013-02-08 03:00:00,339
New Years Day,268.87,0.0,0.0,90,Mist,mist,2013-02-08 04:00:00,735
New Years Day,268.87,0.0,0.0,90,Haze,haze,2013-02-08 04:00:00,735
New Years Day,268.73,0.0,0.0,90,Mist,mist,2013-02-08 05:00:00,2391
New Years Day,268.73,0.0,0.0,90,Haze,haze,2013-02-08 05:00:00,2391
New Years Day,268.53,0.0,0.0,90,Mist,mist,2013-02-08 07:00:00,6710
New Years Day,268.63,0.0,0.0,90,Mist,mist,2013-02-08 08:00:00,5940
New Years Day,268.83,0.0,0.0,90,Mist,mist,2013-02-08 09:00:00,5044
New Years Day,268.73,0.0,0.0,90,Mist,mist,2013-02-08 10:00:00,4638
New Years Day,269.34,0.0,0.0,90,Haze,haze,2013-02-08 11:00:00,4974
New Years Day,269.34,0.0,0.0,90,Mist,mist,2013-02-08 11:00:00,4974
New Years Day,269.68,0.0,0.0,90,Mist,mist,2013-02-08 13:00:00,5312
New Years Day,269.68,0.0,0.0,90,Haze,haze,2013-02-08 13:00:00,5312
New Years Day,269.82,0.0,0.0,90,Haze,haze,2013-02-08 14:00:00,5642
New Years Day,269.82,0.0,0.0,90,Mist,mist,2013-02-08 14:00:00,5642
New Years Day,270.16,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 15:00:00,5858
New Years Day,270.25,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 16:00:00,6579
New Years Day,270.34,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 17:00:00,6095
New Years Day,270.21,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 18:00:00,4831
New Years Day,270.02,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 19:00:00,3621
New Years Day,269.89,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 20:00:00,2931
New Years Day,269.47,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 21:00:00,2861
New Years Day,269.59,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 22:00:00,3112
New Years Day,269.19,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 23:00:00,1856
New Years Day,268.93,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 01:00:00,721
New Years Day,269.11,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 02:00:00,525
New Years Day,268.49,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 04:00:00,426
New Years Day,267.43,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 05:00:00,730
New Years Day,266.74,0.0,0.0,20,Clouds,few clouds,2013-02-09 07:00:00,1946
New Years Day,267.34,0.0,0.0,90,Haze,haze,2013-02-09 08:00:00,3001
New Years Day,267.8,0.0,0.0,20,Clouds,few clouds,2013-02-09 10:00:00,4170
New Years Day,268.37,0.0,0.0,5,Clear,sky is clear,2013-02-09 11:00:00,4383
New Years Day,269.27,0.0,0.0,1,Clear,sky is clear,2013-02-09 13:00:00,4799
New Years Day,269.57,0.0,0.0,1,Clear,sky is clear,2013-02-09 14:00:00,4710
